Solution,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12
QCOM,-0.09886187354236065,-0.09249740721139293,-0.08621473755728437,-0.08091623941436649,-0.07510861369353611,-0.07112811744393721,-0.06503863770716195,-0.060209101021487854,-0.05673834990190563,-0.05273790017728919,-0.051745118296880444,-0.04694241873083438
CRM,-0.043800116638481656,-0.047679302637338605,-0.05156172615368104,-0.05616054543952559,-0.06062411377557608,-0.06505236711785684,-0.0701579109103565,-0.07450664678683766,-0.07788058848782398,-0.08138972296542063,-0.08556185350765144,-0.08951946430690033
SAP,-0.0756645623301897,-0.07385816214876073,-0.07170382193615255,-0.06961938958510289,-0.06726190279214084,-0.06578098036466318,-0.06295830789641932,-0.06062163241771029,-0.05928465055574694,-0.05730196611455163,-0.05583130501665723,-0.052847398421345504
AAPL,-0.065212315865454,-0.06285167714179207,-0.06074808035152146,-0.058985042255762565,-0.056942776986385446,-0.05544851095082631,-0.053498958912238326,-0.051148323671229456,-0.0496308245186301,-0.048400026399570084,-0.0475404280659385,-0.045160071356678655
AMAT,-0.054652452333878276,-0.04848367225850281,-0.042017654836960516,-0.03701237972967569,-0.0313354711468426,-0.02810651212934928,-0.022123056052462953,-0.017950067238473033,-0.015135607599062295,-0.011275290757840617,-0.011041277422741191,-0.006535895538181569
ADI,-0.04713035415100697,-0.04206316451215131,-0.036883380878571015,-0.03231600698678028,-0.027363448388034506,-0.023891430730605345,-0.018600064516343773,-0.013900136926392803,-0.010544244966027017,-0.0069608158702489376,-0.004964761084223668,0.00021871616091895252
CSCO,-0.012855552780858315,-0.012654870316719191,-0.012978959519613475,-0.013276002582476298,-0.01321905440390364,-0.012925865254117319,-0.013409034179732993,-0.012901899023596175,-0.012726070775783693,-0.01319250969271163,-0.012939252142573687,-0.012987866926830016
TSLA,-0.014109517360690993,-0.011636180363176263,-0.009517105829112804,-0.007629686853463324,-0.006147671258454557,-0.004741904795925234,-0.0030866684030206315,-0.0011171093818672095,0.0006984389846896311,0.001824275755922311,0.0023519413542290035,0.004309887814304414
ASML,0.005541780695982712,0.006108956967940005,0.00677851859459655,0.0074219233338939095,0.00825686145634863,0.008872318216809116,0.010245367107216019,0.012142474801243863,0.013102544428895968,0.013974726523716341,0.014873723673946238,0.017277846134887642
PANW,0.017593298741678864,0.019699434644113833,0.021751107613703857,0.02347431234585723,0.025483178898933312,0.026799507531722055,0.028920290141975558,0.03156040546922345,0.032989400124846524,0.0343863246733897,0.03552255661845177,0.03817784167073118
ORCL,0.09282783311454662,0.0834876246188222,0.07346559300609473,0.06397230029664586,0.054376143889568185,0.047171981517532824,0.03582342819163842,0.028401833571062074,0.022140807086846903,0.013326270623550684,0.00830156932896342,-0.0021491272501459324
TXN,0.030006510578146905,0.03363239593322315,0.03734315806287136,0.04069109457612646,0.044309775749379776,0.04701036699968414,0.05103960971819943,0.05460131031821852,0.057147934927336275,0.05989834167832314,0.061735842242246874,0.06575498094454002
ADSK,0.05424289042739766,0.058613024987703155,0.06300115455889205,0.06697747859879999,0.07125688176857387,0.07430798729764448,0.07886105429728008,0.08305139028999364,0.0859186793111476,0.0890308449132785,0.09086403789727582,0.09528543039449167
STX,0.07340065081727504,0.0761493150206799,0.07883447601474486,0.08115393933211462,0.08376595944992077,0.08538257982443237,0.08804847716668379,0.09094735979480217,0.09272008083050942,0.0944872053893559,0.09559429853427448,0.0986368389155674
LRCX,0.11356375738168703,0.11530117516503893,0.1170128372417929,0.11857190931722608,0.12029789893478984,0.12142190377386508,0.1234968696143105,0.12618194998304577,0.1276868023650553,0.12893929173587215,0.13005365203578811,0.13272822415089836
KLAC,0.2157678508991812,0.2205938037687678,0.2255807734673054,0.2298151452141575,0.23443352763446906,0.2375150547739881,0.24264978993344163,0.247157375257336,0.25012557915920464,0.2534717376147385,0.25489229448635997,0.2594857625927435
INTU,0.24265045207404923,0.24812409518478007,0.2534639703483094,0.2584216930554595,0.2635711211720634,0.26754084212797874,0.27292986617917797,0.27815708975988346,0.2819245741488071,0.2856447566134699,0.28847143345703585,0.2938283541784511
